话题链接,楼主ID,话题 内容,楼主昵称,楼主性别,是否认证,认证类型,是否认证金v,发博数量,关注人数,粉丝数,微博等级,发布日期,发布时间,转发量,评论量,点赞量
https://m.weibo.cn/detail/4760830275229236,7303951135,杭州亚运会 这 热搜 买 的 真 尴尬 一面 为 大会 死活 风 来 风 去 还要 引进 大会 充面子 拉 房地产,林鹏100,m,false,-1,0,370,200,1,0,2022/04/21,23:10:52,0,1,0
https://m.weibo.cn/detail/4760830073113620,5691673814,杭州亚运会 期待 运动 健儿 加油,三止鱼,f,false,-1,0,20077,180,90,9,2022/04/21,23:10:04,0,1,1
https://m.weibo.cn/detail/4760829494825414,5642678806,杭州亚运会 给 个 机会,石榴棒棒冰,f,false,-1,0,40725,110,377,37,2022/04/21,23:07:46,0,1,0
https://m.weibo.cn/detail/4760829352218866,7511632635,杭州亚运会 精彩 亚运 魅力 杭州 与 青年 演员 UNIQ 李汶翰 一起 期待 杭州亚运会 期待亚 组委 授权 制作 电视剧 泳往直前,Hven_星空,f,false,-1,0,33102,29,11,0,2022/04/21,23:07:12,0,1,0
https://m.weibo.cn/detail/4760829180251632,6008698364,杭州亚运会 田径 羽毛球 等 我,争做早睡冠军,f,false,-1,0,2166,719,1268,9,2022/04/21,23:06:31,0,1,0
https://m.weibo.cn/detail/4760828534325391,7511632635,杭州亚运会 倒计时 141 天 杭州 2022年 亚运会,Hven_星空,f,false,-1,0,33102,29,11,0,2022/04/21,23:03:56,0,0,0
https://m.weibo.cn/detail/4760828328806190,2564896612,杭州亚运会 期待,想要一台呼吸基,f,false,-1,0,2736,978,178,32,2022/04/21,23:03:08,0,1,0
https://m.weibo.cn/detail/4760828056705850,6480192170,杭州亚运会 电子 竞技 那 得 有 我 吧 我 一定 会 从 学校 溜 出 来 的,叫十七睡不醒,f,true,0,0,2883,1010,2.3万,9,2022/04/21,23:02:03,0,1,3
https://m.weibo.cn/detail/4760827955778540,6555873410,2022 杭州亚运会 纪念币 来 了 亚运 在 身边 一 套 三 枚 有 彩色币 中国 人民 银行 定于 2022年 4月 28日 发行 第19 届 亚洲 运动会 金银 纪念币 一 套 该套 金银 纪念币 共 3 枚 其中 金质 纪念币 1 枚 银质 纪念币 2 枚 均 为 中华人民共和国 法定 货币 纪念币 正面 图案 均 为 第19 届 亚洲 运动会 会徽 并刊 国名 年号 杭州 2022年 亚运会 你 心动 了 没 杭州亚运会 via美丽 浙江 的 微博 视频,嵊鸟岩龙,f,true,0,0,8516,2856,10万,17,2022/04/21,23:01:39,0,0,1
https://m.weibo.cn/detail/4760827770965070,6021310864,杭州亚运会 好 想 看 国乒 比赛 好 想 看 国乒 比赛 好 想 看 国乒 比赛,小田要加油_,f,false,-1,0,532,83,45,4,2022/04/21,23:00:55,0,4,5
https://m.weibo.cn/detail/4760827687077982,5949937746,杭州亚运会 真 的 好 期待 这 是 我 离孙 选手 最近 的 一 次 呀 包包 我们 会 见面 的,295然,f,false,-1,0,880,623,286,24,2022/04/21,23:00:35,0,1,0
https://m.weibo.cn/detail/4760827586154164,6555873410,亚运 在 身边 这样 的 杭州 太 美 啦 小 嵊点 评航 拍 杭州 2022 亚运会 主场馆 如 大莲花 宝座 太 帅 了 杭州亚运会 WS偏执狂 的 微博 视频,嵊鸟岩龙,f,true,0,0,8516,2856,10万,17,2022/04/21,23:00:11,0,0,2
https://m.weibo.cn/detail/4760827544733617,1826058964,期待 杭州亚运会 杭州亚运会 圆梦 公益 大使 肖战,吐司酱里的小时光,f,false,-1,0,1326,563,484,35,2022/04/21,23:00:00,0,0,0
https://m.weibo.cn/detail/4760856111613464,7389588997,杭州亚运会 期待,温柔得像钻石闪耀,f,false,-1,0,5226,633,9852,0,2022/04/22,00:53:32,0,1,1
https://m.weibo.cn/detail/4760855617470692,5620172709,杭州亚运会 想到 18 年 雅加达 亚运会 闭幕式 的 杭州 八 分钟 易 烊千 玺 唱 的 向往 今年 9月 要 迎 来 杭州亚运会 了 网页链 接,月读文明,f,false,-1,0,23747,295,2480,9,2022/04/22,00:51:33,1,0,7
https://m.weibo.cn/detail/4760854933799874,3579229881,杭州亚运会 加油,修改个名字好南,f,false,-1,0,355,114,43,14,2022/04/22,00:48:51,0,1,0
https://m.weibo.cn/detail/4760854534817237,7387260363,杭州亚运会 有 没 有 官方 辟谣 下 今年 2022 杭州亚运会 延期 到 明年 到底 是 真 是 假,SentimentalYue,f,false,-1,0,351,243,6,0,2022/04/22,00:47:16,0,12,9
https://m.weibo.cn/detail/4760853963867211,7507209378,杭州亚运会 明明 15年 就 申办 成功 的 比赛 又 一 堆 人 说 疫情 为什 么 要 办 亚运 亚运会 日程 去年 九月 就 定 了 还有 一 堆 人 问 啥 时候 举办 带 节奏 也 做 下功课 啊,牛哇公主,f,false,-1,0,620,187,23,0,2022/04/22,00:45:00,0,1,39
https://m.weibo.cn/detail/4760853863205073,5516706168,杭州亚运会 有 马龙 吗 期待,我是你霸霸丫,m,false,-1,0,1708,162,622,4,2022/04/22,00:44:36,0,0,2
https://m.weibo.cn/detail/4760853691499490,5516706168,杭州亚运会 亚运会 还有 电 竞 比赛 呢 不错 啊,我是你霸霸丫,m,false,-1,0,1708,162,622,4,2022/04/22,00:43:55,0,0,1
https://m.weibo.cn/detail/4760852853424880,5869867619,杭州亚运会 期待 听说 这 次 有 电 竞 比赛,一口糯米666,m,false,-1,0,2271,954,388,4,2022/04/22,00:40:35,0,1,1
https://m.weibo.cn/detail/4760852789987976,7699351718,杭州亚运会 开始 浅浅 的 期待 一下 吧,村里最帅的男人_,m,false,-1,0,384,74,8,0,2022/04/22,00:40:20,0,1,0
https://m.weibo.cn/detail/4760851452528864,7754588673,杭州亚运会 期待 今 明年 会 有 亚冬会 嘛,椰汁化掉惹,f,false,-1,0,74,28,6,0,2022/04/22,00:35:01,0,1,0
https://m.weibo.cn/detail/4760850717478575,6416756536,杭州亚运会 大 杭州 加油 加油 期待 杭州,是爱喝可乐的大大喵,f,false,-1,0,32,86,5,2,2022/04/22,00:32:06,0,1,0
https://m.weibo.cn/detail/4760848960063075,6481439744,杭州亚运会 浅浅 期待 一下,桃堡丸,f,true,0,0,8095,574,1.1万,4,2022/04/22,00:25:07,0,1,0
https://m.weibo.cn/detail/4760848196961551,5691247787,杭州亚运会 大 杭州 加油,佛系追农·不佛系版,f,true,0,0,1557,297,453,14,2022/04/22,00:22:05,0,1,2
https://m.weibo.cn/detail/4760847349715100,7338668437,杭州亚运会 期待 田径 比赛,x香糕,f,true,0,0,2075,184,1.1万,0,2022/04/22,00:18:43,0,1,0
https://m.weibo.cn/detail/4760846288556957,2612766982,杭州亚运会 噢耶,鱼头鱼头煮汤不愁_考试版,f,false,-1,0,6249,110,91,14,2022/04/22,00:14:30,0,2,1
https://m.weibo.cn/detail/4760844845715333,6533446138,杭州亚运会 我 说 呢 早 不 开 团 晚 不 开 团 偏偏 这时候 开团 可惜 啊 你 家 的 所有 游戏 都 上 不 得 台面 一个个 的 官方 都 这 么 小家子气 亲自 下场,伊琳娜f,f,false,-1,0,881,126,1,4,2022/04/22,00:08:46,0,1,0
https://m.weibo.cn/detail/4760870414975598,6674041736,杭州亚运会 为什 么 突然 上 rs 如果 条件 允许 的 话 还是 很 希望 去 现场 看看 的,冷艳的不九真,f,false,-1,0,778,106,553,7,2022/04/22,01:50:22,0,1,0
https://m.weibo.cn/detail/4760866425668268,5993200869,杭州亚运会 刚好 毕业 回 家,没酪纸肿么破,f,false,-1,0,2152,143,69,4,2022/04/22,01:34:31,0,2,1
https://m.weibo.cn/detail/4760864613728611,7513261463,杭州亚运会 开始 卖 票 了 吗,尊没素质怎么啦,f,false,-1,0,13786,784,160,0,2022/04/22,01:27:19,0,1,0
https://m.weibo.cn/detail/4760864098092211,7412190234,杭州亚运会 哇 哦 期待 期待 运动 健儿 们 的 精彩 表现,_朱迪是小猪,f,false,-1,0,5488,679,13,0,2022/04/22,01:25:16,0,1,1
https://m.weibo.cn/detail/4760860742648912,7094416895,杭州亚运会 超想 去 做 志愿者 实在 不 行扫 个 地 拖 捡 捡 垃圾 也 可,今天又懒得出门622,f,false,-1,0,910,45,13,4,2022/04/22,01:11:56,0,12,4
https://m.weibo.cn/detail/4760859182368756,5716705497,杭州亚运会 杭州 2022 亚运会 倒计时 140 天 希望 疫情 早日 结束 期待 可以 回归 体育 赛事 的 世界 为 中国 健儿 喝彩 上海,想要亲签的锦鲤可芯,f,false,-1,0,112,1135,44,4,2022/04/22,01:05:44,0,1,1
https://m.weibo.cn/detail/4760858536968429,7522393176,杭州亚运会 真 的 谢 啊 五一 能 不 能 给 杭州 大学生 放 个 假 啊 封 不 封校 已经 无所谓 了,Lumecas,f,true,0,0,5696,153,1.2万,0,2022/04/22,01:03:09,0,10,10
https://m.weibo.cn/detail/4760858154240272,1806498774,杭州亚运会 如果 真 的 延期 一 年 我 觉得 也 挺 好 的 一 来 这 两 年 因为 疫情 很多 保障 基建 进展 都 有 延迟 都 在 赶工 多 一 年 反倒 可以 踏踏实实 建设 二 来 以 当前 的 疫情 情况 今年 举办 大概率 是 没有 公开 售票 观众 的 放到 明年 大家 没准 可以 购票 入场 近 距离 观战,hayashi_yy,m,true,0,0,5637,977,1785,27,2022/04/22,01:01:39,1,16,67
https://m.weibo.cn/detail/4760858086867408,5419053971,杭州亚运会 俺 想 去 看 乒乓球 比赛 啊 啊 啊 能 不 能 不 要 闭环,元气陈闹闹闹,f,false,-1,0,2986,138,72,9,2022/04/22,01:01:23,0,0,1
https://m.weibo.cn/detail/4760886147547544,3171821322,杭州亚运会 怎么 一 到 凌晨 又 有人 带 节奏 说 运动会 会 带 来 疫情 又 在 抵制 运动会 啊 把 疫情 和 冬奥 联系 起 来 的 是什 么 书杯 吗,一只樊猩,f,false,-1,0,1887,243,960,14,2022/04/22,02:52:53,0,12,54
https://m.weibo.cn/detail/4760891206140078,5671171359,杭州亚运会 想 知道 是 什 么 时候 开始 啊 普通人 去 可以 干 嘛 观看 比赛,嘻Funny啊,f,false,-1,0,1351,279,118,9,2022/04/22,03:12:59,0,2,0
https://m.weibo.cn/detail/4760912638509456,7511457767,凔海 之 泪 杭州亚运会 还 以为 亚运会 要 开幕 了 马上 确认 了 一下 时间 原 来 还 早 呢,永安老兵,m,false,-1,0,15778,466,61,0,2022/04/22,04:38:09,0,0,1
https://m.weibo.cn/detail/4760909321076942,7337162881,杭州亚运会 是 不 是 要 延期 了 动态 清零如此 严峻,思塔克,m,false,-1,0,80,785,27,0,2022/04/22,04:24:58,0,1,7
https://m.weibo.cn/detail/4760932732895849,5347483201,倾听 指尖 欢迎 来 看 杭州亚运会 云笙 潇潇 有 机会 一定 重游 宁波 带 着 微博 去 旅行,Tianzicainal,m,true,0,0,87426,18581,1.2万,31,2022/04/22,05:58:00,0,0,0
https://m.weibo.cn/detail/4760932615455357,2810357942,杭州亚运会 倒计时 141 天,杭州市政集团,m,true,2,50,2131,95,1788,14,2022/04/22,05:57:32,0,0,1
https://m.weibo.cn/detail/4760926437507162,5128607025,杭州亚运会 虽然 还有 几 个 月 但 能 不 能 推迟 啊 杭州 疫情 现在 这 么 严重 各行各业 都 有 涉及 今天 又 爆出 几例 而且 行动 轨迹 范围 那 么 广 还有 疫情 真 的 太 影响 经济 了 切实 体会 到 疫情 之下 大家 都 好 难,口合利路亚,f,false,-1,0,317,213,61,9,2022/04/22,05:32:58,0,6,21
https://m.weibo.cn/detail/4760926424662324,1362943745,杭州 9月 见王霜 喊 你 助力 亚运 低 碳 活动 近日 人人 1 千克 助力 亚运碳 中 和 活动 启动 公众 可以 通过 手机 软件 参与 人人 1 千克 助力 亚运碳 中 和 活动 用户 日常 生活 中 的 绿色 出行 减纸 减塑 等 绿色 行为 在 平台 产生 并 积累 绿色 能量 后 可 通过 捐赠 方式 助力 亚运会 碳中 和 工作 据 预计 本次 活动 将 至少 发动 1亿 人次 参与 捐赠 碳信用 不 低于 10万 吨 活动 将 持续 到 今年 十月 底 女足 运动员 女足 王霜 女足 吴海燕 喊 你 一起 来 参与 杭州亚运会 中国 蓝 新闻 的 微博 视频,新·体·汇,m,false,220,0,12909,356,2139,38,2022/04/22,05:32:56,2,2,2
https://m.weibo.cn/detail/4760947065881020,6575149554,杭州亚运会 真 的 希望 顺利 度过,RB_bluerabbit7,f,true,0,0,18773,775,705,0,2022/04/22,06:54:57,0,1,0
https://m.weibo.cn/detail/4760946734269591,5430439570,倾听 指尖 欢迎 来 看 杭州亚运会 云笙 潇潇 有 机会 一定 重游 宁波 带 着 微博 去 旅行,胜利小歌,m,true,0,0,32845,2524,1.7万,32,2022/04/22,06:53:38,0,0,0
https://m.weibo.cn/detail/4760944959291640,2286092114,杭州 机场 三 项 飞行区 工程 通过 竣工 验收 4月 18日 20日 杭州 萧山 国际 机场 东三垂直 联络 滑行道L 滑 工程 5 号 坪 东 扩 及 B滑 东延 建设 项目 东北 空侧 隧道 项目 一 阶段 共 三 项 飞行区 工程 同时 通过 竣工 验收 本次 验收 是 杭州 萧山 国际 机场 乃至 民航 业内 都 少有 的 多 个 飞行区 项目 集体 验收 是 继 三 期 一 阶段 飞行区 工程 提前 竣工 后 杭州 萧山 国际 机场 机场 为 服务 杭州亚运会 实现 的 又 一 重要 突破 杭州 机场 开展 三 期 工程 联合 试 运转 演练 蓝v 视界 中国 蓝 新闻 的 微博 视频,中国蓝新闻,m,true,3,0,45184,2800,470.9万,35,2022/04/22,06:46:34,5,2,35
https://m.weibo.cn/detail/4760940346343533,3090496625,杭州亚运会 王霜 王珊 珊场 上 配合 默契 不 愧为 中国 女足 的 王炸 组合 中国 女足 下 一个 战场 _ 杭州亚运会 冠军 中国 女足 亚运会 目标 _ 冠军 王霜 喊 你 助力 亚运 低 碳 活动 无懈可击 小 挠宝 的 微博 视频,无懈可击小挠宝,f,true,0,1,22450,3199,47.6万,44,2022/04/22,06:28:14,15,11,62
https://m.weibo.cn/detail/4760963147105806,6423649370,杭州亚运会 好 期待 啊,看看人间美好,f,true,0,0,5747,462,124,1,2022/04/22,07:58:51,0,1,1
https://m.weibo.cn/detail/4760963046442887,7741196356,杭州亚运会 樊 同学 加油 涨球 九月 再见,李太白不喝长岛冰茶,f,false,-1,0,222,91,3,0,2022/04/22,07:58:27,0,1,0
https://m.weibo.cn/detail/4760959761252629,7638833785,杭州亚运会,爱运动的Lzz,f,false,-1,0,8659,1845,1132,0,2022/04/22,07:45:23,0,0,0
https://m.weibo.cn/detail/4760954610649816,1359080952,杭州亚运会 杭州亚运会 好多 年 前 还 没 新 冠时 知道 要 要 在 杭州 开 亚运会 老爸 去 还 说 一定 要 来 杭州 买 票 入场 看 多年 过去 了 因为 新 冠 没戏 了 但是 希望 不 要 骂 杭州 你 可 知道 各个 场馆 为 了 这 次 亚运会 付出 了 多少 吗 都 太 难 了 但是 若是 要 取消 这 也 不 是 杭州 政府 能 决定 的 就是 希望 能 做 好 疫情 的 预防 和 控制,豆浆油条vs豆腐脑,f,false,-1,0,297,824,139,14,2022/04/22,07:24:56,0,1,0
https://m.weibo.cn/detail/4760953310414011,5582499589,杭州 的 也 升级 啦 挺 好 杭州亚运会,公共座椅上的橘子皮,m,false,-1,0,1013,237,167,21,2022/04/22,07:19:46,0,3,1
https://m.weibo.cn/detail/4760952794253049,2286092114,杭州 机场 开展 三 期 工程 联合 试 运转 演练 4月 21日 杭州 萧山 国际 机场 开展 三 期 工程 第二 次 联合 试 运转 演练 本次 演练 覆盖 三 期 工程 T4 航站楼 及 交通 中心 重点 投运 区域 涉及 旅客 保障 行李 货物 信息 数据 和 交通 运输 4 大 生产 运行 流程 的 57 项 演练 科目 启用 值机 柜台 144 个 安检 通道 14 条 登机口 25 个 对 18 项 流程 进行 了 测试 记者 了 解 到 杭州 机场 将 在 三 期 项目 通过 行业 验收 后 继续 开展 综合性 演练 确保 三 期 项目 在 杭州亚运会 前 正式 投入 运行 蓝v 视界 中国 蓝 新闻 的 微博 视频,中国蓝新闻,m,true,3,0,45184,2800,470.9万,35,2022/04/22,07:17:43,7,6,36
https://m.weibo.cn/detail/4760952044258491,1936180107,杭州亚运会 国外 很多 地方 放开 与 病毒 共存 他们 来 疫情 防控 措施 对 他们 是 个 挑战 防范 他们 带 来 的 病毒 对 我们 也 是 个 挑战 不 知道 还 有什 么 好 办法 能 避开 这些,史国兴-,m,true,0,0,28809,147,3867,38,2022/04/22,07:14:44,0,1,3
https://m.weibo.cn/detail/4760949347583458,1559748003,杭州亚运会 压 住 上海 疫情 就 是 保 亚运会,烟云似华,m,false,220,0,54204,8074,1508,48,2022/04/22,07:04:01,0,3,6
https://m.weibo.cn/detail/4760975591606109,5790944590,期待 亚运 杭州亚运会,墨者-07,f,false,-1,0,24,144,12,2,2022/04/22,08:48:18,0,0,0
https://m.weibo.cn/detail/4760973765771442,5694728248,杭州亚运会 就是说 能 不 能 不 要 在 每天 半夜 开始 施工 和 防空 警报 一样 响 的 叫声 已经 累 的 命快 没 了 觉 也 不 让 睡 了,恐土症患者,f,false,-1,0,1577,103,63,9,2022/04/22,08:41:02,0,1,1
https://m.weibo.cn/detail/4760970327754391,5207916498,杭州亚运会 杭州 疫情,周末游泳去,f,false,-1,0,2301,882,277,39,2022/04/22,08:27:23,0,1,0
https://m.weibo.cn/detail/4760970004267933,5476461711,近期 的 杭州 哪 哪 都 在 修路 哪 哪 都 在 种花 杭州亚运会,脚踝很好看,f,false,-1,0,214,213,65,4,2022/04/22,08:26:06,0,1,0
https://m.weibo.cn/detail/4760969223604038,5234816595,杭州亚运会 素质 决定 赛事 华夏 不 是 日本 地 杭州人 气 有 修 为 懂 的 保身 来 安全 地面 杭州 有 灵气 让 亚洲 人 看 杭州 亮丽美 有着 特色 中华 的 美现 眼前 高唱 中国 美 快乐 开普勒 星际 的 微博 视频,开普勒星际,m,true,0,0,27801,1578,30.4万,45,2022/04/22,08:23:00,0,1,0
https://m.weibo.cn/detail/4760966975719628,7473440865,杭州亚运会 期待,何糯糯糯糯_,f,true,0,0,7283,646,953,0,2022/04/22,08:14:04,0,3,1
https://m.weibo.cn/detail/4760966606621647,5990555678,杭州亚运会 怎么 一 打开 实时 评论 一 群 带 节奏 的 都 收 钱 啦 说什 么 没 意义 不 赚钱 的 真 的 了解 吗,Mino936,m,false,-1,0,1405,794,91,4,2022/04/22,08:12:36,0,1,1
https://m.weibo.cn/detail/4760964803333276,5137019227,杭州亚运会 啥 时候 开票,圆圆有棵树,f,true,0,0,14186,1249,226,39,2022/04/22,08:05:26,0,2,0
https://m.weibo.cn/detail/4760963855420519,5816840245,杭州亚运会 期待 期待 国乒,冷晴89,f,false,-1,0,4632,129,77,4,2022/04/22,08:01:40,0,0,0
https://m.weibo.cn/detail/4760991646880077,1738598473,还 没有 预约 杭州 纪念币 的 赶紧点 进 来 这 套 真 的 值得 约原 文链 接 开始 预约 2 元 亚运会 纪念币 发行 大幅 缩量 双 龙头 购物 链接网 页链 接 杭州亚运会 纪念币 纪念币 超话 钱币 钱币 收藏 发布 了 头条 文章 开始 预约 2 元 亚运会 纪念币 发行 大幅 缩量 双 龙头 开始 预约 2 元 亚运会 纪念币 发行 大幅 缩量 双 龙头,钱夫子微博号,m,false,220,0,2811,723,1.4万,23,2022/04/22,09:52:06,1,1,1
https://m.weibo.cn/detail/4760986593001920,5334380037,杭州亚运会 做什 么 事 说什 么 话 都 太在乎 别人 的 感受 等于 为 别人 活 着 你 照顾 不 了 所有 人 的 感受 你 只 会 让 自己 不 好受 何必 向 不 值得 的 人 证明什 么 生活 得 更 好 是 为 了 自己,ablacktea,m,false,-1,0,53,256,22,6,2022/04/22,09:32:00,0,2,0
https://m.weibo.cn/detail/4760979641992860,5338206168,杭州 地铁 杭州亚运会 夜间 施工 扰民 拍摄 于 20220422 凌晨 三十分 左右 实际 到 凌晨 两三点 一直 持续 坐标 黄龙 体育 中心 附近 小区 噪声 来 源 应该 是 曙光路 上 黄龙洞 的 地铁 施工处 估计 是 拿 到 了 夜间 施工 许可 才 这 么 肆无忌惮 看到 类似 举报 杭州 城管 表示 要 找 环保局 貌似 没有 此 微博 也 有 网友 表示 12345 打 不 通 可以 报警 不 知道 有用 与 否 杭州 发布 杭州 公安 杭州 生态 环境 长留 的 树 的 微博 视频,长留的树,f,false,-1,0,2381,263,38,14,2022/04/22,09:04:24,0,5,1
https://m.weibo.cn/detail/4761003701571210,1036713140,杭州 新 天堂 杭州 地铁站 设计 风格 多样 你 最 喜欢 哪 一 站 随着 杭州亚运会 的 临近 杭州 地铁 各 新 线 的 站点 陆续 开通 4月 19日 有些 地铁站 结合 了 本地 元素 形成 具有 特色 的 站点 景观 新 天地 站 顶部 是 圆型 吊灯 周边 配 土黄色 的 圆形 元素 奥体 中心站 顶部 放置 了 五 环 与 和平鸽 南星桥站 用 梧桐 树叶 及其 脉络 为 设计 元素 江城路站 借鉴 徽派 建筑 设计 通过 各 具 特色 的 风格 杭州 地铁 沿线 站点 成为 了 网红 打 卡点 将 更 舒适 的 站点 环境 呈现 在 乘客 前面 网页链 接 杭州亚运会 官网 杭州网 的 微博 视频,杭州网,f,true,3,50,181441,506,200.3万,48,2022/04/22,10:40:00,0,0,4
https://m.weibo.cn/detail/4761026661453924,3964921182,杭州亚运会,菠萝小鲨鱼,f,false,-1,0,6098,1025,9944,14,2022/04/22,12:11:14,0,0,1
https://m.weibo.cn/detail/4761051927938266,7530890160,亚运 在 身边 剪纸 长卷 迎 亚运 22 个 成员 的 剪纸队 前后 用 了 4 个 月 的 时间 从 作品 画面 的 构思 到 到 剪纸 包装 都是 由 剪纸队 亲自 完成 这 幅 亚运长 卷长 27 米 生动 展现 了 杭州亚运会 场馆 亚运 赛事 项目 以及 富春 江赛 龙舟 的 18 个 场景 赋予 了 西湖区 双浦镇 跃河桥 社区 全体 社区 居民 对 亚运会 的 期盼 和 美好 祝福 杭州亚运会 泗哥 说 的 微博 视频,泗哥说,m,true,0,0,929,1169,11万,0,2022/04/22,13:51:38,10,0,0
https://m.weibo.cn/detail/4761049393270060,7530890160,亚运 在 身边 坚守 志愿 初心益 起 迎接 亚运 浙江 工商 大学 杭州 商学院 的 杭州亚运会 赛会 预录用 志愿者 们 坚守 志愿 初心 以 自信 的 姿态 饱满 的 精神 迎接 亚运 盛会 的 到 来 杭州亚运会 泗哥 说 的 微博 视频,泗哥说,m,true,0,0,929,1169,11万,0,2022/04/22,13:41:34,2,0,4
https://m.weibo.cn/detail/4761039663532592,6243523934,杭州亚运会 将 于 910 举行,只剩10条评论的日子,m,false,-1,0,242721,4257,3333,30,2022/04/22,13:02:53,0,0,1
https://m.weibo.cn/detail/4761068335793858,5249463802,杭州 9月 见王霜 喊 你 助力 亚运 低 碳 活动 近日 人人 1 千克 助力 亚运碳 中 和 活动 启动 公众 可以 通过 手机 软件 参与 人人 1 千克 助力 亚运碳 中 和 活动 用户 日常 生活 中 的 绿色 出行 减纸 减塑 等 绿色 行为 在 平台 产生 并 积累 绿色 能量 后 可 通过 捐赠 方式 助力 亚运会 碳中 和 工作 据 预计 本次 活动 将 至少 发动 1亿 人次 参与 捐赠 碳信用 不 低于 10万 吨 活动 将 持续 到 今年 十月 底 女足 运动员 女足 王霜 女足 吴海燕 喊 你 一起 来 参与 杭州亚运会 中国 蓝 新闻 的 微博 视频,江西省第十六届运动会,m,true,1,50,1773,14,206,0,2022/04/22,14:56:50,0,0,0
https://m.weibo.cn/detail/4761067844537527,1496862394,53 岁 老外 低 碳 骑行 迎 杭州 亚运 4月 22日 浙江 杭州 53 岁 的 法国 女婿 路明 爱 喝茶 的 老路 在 世界 地球日 当天 完成 了 他 骑行 打卡 杭州亚运会 场馆 的 目标 路明 的 骑行 路线 长 约 25 公里 途径 杭州 亚运游 泳体操 拳击 等 13 类 赛事 的 5 个 场馆 铁 骥视 频铁骥 视频 的 微博 视频,中国体育,m,true,3,0,48576,928,753.2万,41,2022/04/22,14:54:53,0,0,11
https://m.weibo.cn/detail/4761066833970315,7478835323,低 碳 环保 53 岁 老外 低 碳 骑行 迎 杭州 亚运 4月 22日 浙江 杭州 53 岁 的 法国 女婿 路明 爱 喝茶 的 老路 在 世界 地球日 当天 完成 了 他 骑行 打卡 亚运场馆 的 目标 路明 的 骑行 路线 长 约 25 公里 途径 杭州 亚运游 泳体操 拳击 等 13 类 赛事 的 5 个 场馆 今天 你 低 碳 了 吗 杭州亚运会 铁 骥视 频铁骥 视频 的 微博 视频,湖报体育,f,true,3,50,97347,399,5.9万,0,2022/04/22,14:50:52,0,0,0
https://m.weibo.cn/detail/4761065609496977,6320391439,低 碳 环保 53 岁 老外 低 碳 骑行 迎 杭州 亚运 4月 22日 浙江 杭州 53 岁 的 法国 女婿 路明 爱 喝茶 的 老路 在 世界 地球日 当天 完成 了 他 骑行 打卡 亚运场馆 的 目标 路明 的 骑行 路线 长 约 25 公里 途径 杭州 亚运游 泳体操 拳击 等 13 类 赛事 的 5 个 场馆 今天 你 低 碳 了 吗 杭州亚运会 铁 骥视 频铁骥 视频 的 微博 视频,咪咕体育,f,true,3,0,168088,1419,799.4万,31,2022/04/22,14:46:00,2,1,16
https://m.weibo.cn/detail/4761082135315868,5762883085,韩媒kukinews 发布 英雄 联盟 国 家 队 kk Oma 监督 突然 主动 辞职 一 文 原文 翻译 如下 最终 发生 了 令 人 惋惜 的 情况 杭州亚运会 英雄 联盟 国 家 队 kk Oma 监督 突然 表明 了 辞职 意向 22日 上午 多 名 电子 竞技 的 业界 相关 人士 向 OSEN 表示 英雄 联盟 国 家 队 kk Oma 监督 向 韩国 电子 竞技 协会 表明 了 自愿 辞职 的 意向 韩国 电子 竞技 协会 正在 试图 挽留 kk Oma 监督 就 kk Oma 监督 的 去留 问题 进行 了 说明 4月 21日 上午 2022 杭州亚运会 英雄 联盟 国 家 队 kk Oma 监督 在 首尔 上岩 电子 竞技 荣誉 殿堂 举行 媒体 见面会 kk Oma 监督 对 最近 引起 争议 的 光州 集训 毫无 保留地 表明 了 自己 的 想法 仅 过 了 一 天 kk Oma 监督 就 传达 了 辞职 意 向 他 特别 强调 了 日程 不 合理 和 选拔 方式 的 低 辨别力 的 不当性 就 此OSEN 向 kk Oma 监督 进行 事实 确认 kk Oma 监督 表示 昨天 通过 媒体 见面 会 我 已经 表达 了 对于 国 家 代表 选拔 和 训练 过程 的 想法 在 经过 长 时间 的 深思熟虑 后 我 终于 下定决心 要 辞职 kk Oma 监督 传达 了 自己 的 立场 我 认为 在 一直 出现 各种 杂音 的 情况 下 我 不 应该 继续 负责 国 家 队 kk Oma 监督 对于 引起 部分 争议 的 关于 炉石 传说 国 家 队 的 发言 表达 歉意 和 我 的 本意 不 同 我 说 了 让 人 伤心 的 话 对 此 我 想 向 炉石 传说 国 家 队 的 监督 说 一 声 非常 抱歉 我 想 再次 向 炉石 传说 的 监督 选手 们 相关 人士 以及 粉丝 致歉 非常 抱歉 对于 kk Oma 监督 的 辞职 韩国 电子 竞技 协会 计划 通过 面谈 挽留 kk Oma 监督 协会 相关 高层 人士 表示 我们 想 要 和 kk Oma 监督 见面 挽回 他 的 心意 我们 会 尽 全力 留住 kk Oma 监督 英雄 联盟 杭州亚运会,英雄联盟课代表,m,true,0,0,4224,163,3.8万,0,2022/04/22,15:51:40,4,24,61
https://m.weibo.cn/detail/4761098866393289,2426565464,2022年 我 是 亚运 小 主人 百 校 行走 进 杭州市 萧山区 新街 小学 亚运 知识 我 来 答 跳绳 咏春 排球 秀起 来 我 是 亚运 小 主人 杭州亚运会 大 课间 咏春 跳绳 排球 浙江 少儿 频道 的 微博 视频,浙江少儿频道,f,true,3,50,8979,310,2.3万,29,2022/04/22,16:58:08,1,1,3
